date;symbol_x;quot;base;side;price;target;closed;id;symbol_y;bidPrice;askPrice;profit_in_%;profit_in_$
2020-01-05 09:06:05+00:00;ETH_VET;ETH;VET;buy;4.14e-05;4.203e-05;False;79036;VETETH;4.113e-05;4.127e-05;-0.6521739130434696;-0.06521739130434696
2019-12-29 08:51:39+00:00;ETH_VET;ETH;VET;buy;4.504e-05;4.572e-05;False;76248;VETETH;4.113e-05;4.127e-05;-8.681172291296619;-0.8681172291296619
2020-01-05 09:05:13+00:00;ETH_LINK;ETH;LINK;buy;0.01337739;0.01357806;False;79035;LINKETH;0.0134106;0.01344249;0.24825470439300545;0.024825470439300546
2020-01-01 17:09:09+00:00;ETH_LINK;ETH;LINK;buy;0.01394294;0.01415209;False;77538;LINKETH;0.0134106;0.01344249;-3.817989606209295;-0.3817989606209295
2019-12-28 07:17:35+00:00;ETH_LINK;ETH;LINK;buy;0.0147105;0.01493116;False;75896;LINKETH;0.0134106;0.01344249;-8.83654532476801;-0.883654532476801
2020-01-05 08:51:34+00:00;ETH_DATA;ETH;DATA;buy;0.00012772;0.00012964;False;79032;DATAETH;0.00011873;0.0001197;-7.038834951456309;-0.7038834951456309
2020-01-05 08:50:05+00:00;BTC_VIBE;BTC;VIBE;buy;1.72e-06;1.75e-06;False;79028;VIBEBTC;1.73e-06;1.74e-06;0.581395348837205;0.0581395348837205
2020-01-05 08:46:37+00:00;BNB_DASH;BNB;DASH;buy;3.474;3.52611001;False;79030;DASHBNB;3.492;3.515;0.5181347150259086;0.05181347150259086
2020-01-05 08:45:36+00:00;BTC_BEAM;BTC;BEAM;buy;7.240000000000001e-05;7.349e-05;False;79029;BEAMBTC;7.21e-05;7.25e-05;-0.4143646408839743;-0.04143646408839743
2020-01-01 18:21:15+00:00;BTC_BEAM;BTC;BEAM;buy;7.52e-05;7.633e-05;False;77558;BEAMBTC;7.21e-05;7.25e-05;-4.122340425531917;-0.4122340425531917
2019-12-28 07:34:37+00:00;BTC_BEAM;BTC;BEAM;buy;7.77e-05;7.887e-05;False;75902;BEAMBTC;7.21e-05;7.25e-05;-7.207207207207205;-0.7207207207207205
2020-01-05 08:44:35+00:00;USDT_BTT;USDT;BTT;buy;0.0002991;0.00030359;False;79027;BTTUSDT;0.000295;0.0002953;-1.3707790036776828;-0.1370779003677683
2020-01-05 08:38:34+00:00;BTC_HBAR;BTC;HBAR;buy;1.57e-06;1.6e-06;False;79026;HBARBTC;1.56e-06;1.57e-06;-0.6369426751592329;-0.06369426751592329
2020-01-05 08:33:35+00:00;BNB_HBAR;BNB;HBAR;buy;0.0008349999999999999;0.00084753;False;79023;HBARBNB;0.000826;0.00083;-1.0778443113772198;-0.10778443113772199
